강우사상번호,연도,월,일,시간,유입량_Qt,유입량_Qt_1_P,유입량_Qt_2_P,유입량_Qt_3_P,유입량_Qt_4_P,유입량_Qt_5_P,유역평균강수량_1h,강수량_지점1_1h,강수량_지점2_1h,강수량_지점3_1h,강수량_지점4_1h,수위_지점1_1h,수위_지점2_1h,유역평균강수량_2h,강수량_지점1_2h,강수량_지점2_2h,강수량_지점3_2h,강수량_지점4_2h,수위_지점1_2h,수위_지점2_2h,유역평균강수량_3h,강수량_지점1_3h,강수량_지점2_3h,강수량_지점3_3h,강수량_지점4_3h,수위_지점1_3h,수위_지점2_3h,유역평균강수량_4h,강수량_지점1_4h,강수량_지점2_4h,강수량_지점3_4h,강수량_지점4_4h,수위_지점1_4h,수위_지점2_4h,유역평균강수량_5h,강수량_지점1_5h,강수량_지점2_5h,강수량_지점3_5h,강수량_지점4_5h,수위_지점1_5h,수위_지점2_5h,유역평균강수량_6h,강수량_지점1_6h,강수량_지점2_6h,강수량_지점3_6h,강수량_지점4_6h,수위_지점1_6h,수위_지점2_6h
3,2006,7,13,11,3926.943038,3967.231759,3940.61144,3753.99548,3452.600134,3116.217372,104.8,205,84,22,59,8.76,126.34375,104.6,228,83,22,59,8.76,126.4916667,104.6,228,81,25,59,8.76,126.6333333,103.7,231,81,25,59,8.76,126.1392857,102.1,231,81,25,59,8.76,126.216,99.8,231,81,25,59,8.76,126.24
3,2006,7,13,12,3947.407595,3926.943038,3967.231759,3940.61144,3753.99548,3452.600134,104.6,225,83,22,59,9.17,126.45,103.7,229,82,25,59,9.17,126.6333333,103.7,229,81,25,59,9.17,126.7833333,103,229,81,25,60,9.17,126.225,101.6,229,81,25,60,9.17,126.3,100.1,229,81,25,60,9.17,126.33
3,2006,7,13,13,4126.088131,3947.407595,3926.943038,3967.231759,3940.61144,3753.99548,103.7,225,82,25,59,9.68,126.56875,103,228,81,25,59,9.68,126.7833333,103,228,81,25,59,9.68,126.95,102.6,228,81,25,60,9.68,126.3142857,101.2,228,81,25,60,9.68,126.392,100.2,228,81,25,60,9.68,126.43
3,2006,7,13,14,4439.64889,4126.088131,3947.407595,3926.943038,3967.231759,3940.61144,103,227,81,25,59,10.04,126.7,102.6,227,81,25,59,10.04,126.95,102.6,227,81,25,60,10.04,127.125,102.3,242,81,25,60,10.04,126.4071429,101.3,242,81,25,60,10.04,126.488,100.7,242,81,25,60,10.04,126.54
3,2006,7,13,15,4834.5545,4439.64889,4126.088131,3947.407595,3926.943038,3967.231759,102.6,226,81,25,60,10.12,126.84375,102.3,241,81,25,60,10.12,127.125,102.3,241,81,25,60,10.12,127.3083333,103.6,241,81,32,61,10.12,126.5035714,102.9,241,81,32,61,10.12,126.592,102.5,241,81,31,61,10.12,126.655
3,2006,7,13,16,5243.433493,4834.5545,4439.64889,4126.088131,3947.407595,3926.943038,102.3,226,81,25,60,10.05,127,103.6,241,81,25,60,10.05,127.3083333,103.6,241,81,25,60,10.05,127.5083333,106.6,241,81,33,69,10.05,126.6107143,106.2,241,81,33,69,10.05,126.708,105.9,241,81,32,69,10.05,126.78
3,2006,7,13,17,5543.570004,5243.433493,4834.5545,4439.64889,4126.088131,3947.407595,103.6,241,88,25,60,9.88,127.16875,106.6,241,88,25,60,9.88,127.5083333,106.6,241,88,32,61,9.88,127.725,108.3,243,88,33,74,9.88,126.725,108.1,243,88,33,74,9.88,126.836,107.9,243,88,32,74,9.88,126.92
3,2006,7,13,18,5632.572322,5543.570004,5243.433493,4834.5545,4439.64889,4126.088131,106.6,239,88,25,61,9.78,127.35625,108.3,241,88,32,61,9.78,127.725,108.3,241,88,32,69,9.78,127.9333333,108.9,241,88,33,74,9.78,126.8428571,108.8,241,88,33,74,9.78,126.968,108.6,241,88,31,74,9.78,127.075
3,2006,7,13,19,5544.689743,5632.572322,5543.570004,5243.433493,4834.5545,4439.64889,108.3,239,88,32,69,9.45,127.54375,108.9,241,88,32,69,9.45,127.9333333,108.9,241,88,32,74,9.45,128.1583333,109.2,241,88,33,74,9.45,126.975,109.1,241,88,33,74,9.45,127.112,109,241,88,29,73,9.45,127.235
3,2006,7,13,20,5348.331817,5544.689743,5632.572322,5543.570004,5243.433493,4834.5545,108.9,241,88,33,74,9.17,127.75,109.2,241,88,32,74,9.17,128.1583333,109.2,241,88,32,74,9.17,128.3916667,109.5,241,88,33,74,9.17,127.1178571,109.4,241,88,33,74,9.17,127.268,109.3,241,88,28,73,9.17,127.415
3,2006,7,13,21,5102.829996,5348.331817,5544.689743,5632.572322,5543.570004,5243.433493,109.2,241,88,32,74,8.88,127.96875,109.5,241,88,32,74,8.88,128.3916667,109.5,241,88,31,74,8.88,128.625,109.4,241,88,33,73,8.88,127.2678571,109.3,241,88,33,73,8.88,127.432,109.3,241,88,25,73,8.88,127.605
3,2006,7,13,22,4831.203347,5102.829996,5348.331817,5544.689743,5632.572322,5543.570004,109.5,241,88,32,74,8.62,128.19375,109.4,241,88,31,74,8.62,128.625,109.4,241,88,29,73,8.62,128.8583333,109.4,241,88,33,73,8.62,127.4214286,109.3,241,88,33,73,8.62,127.604,109.3,241,88,16,72,8.62,127.805
3,2006,7,13,23,4547.392841,4831.203347,5102.829996,5348.331817,5544.689743,5632.572322,109.4,241,88,32,73,8.4,128.41875,109.4,241,88,29,73,8.4,128.8583333,109.4,241,88,28,73,8.4,129.0916667,109.5,241,88,33,73,8.4,127.5821429,109.5,241,88,33,73,8.4,127.784,109.4,241,88,16,72,8.4,128.01
3,2006,7,13,24,4264.156381,4547.392841,4831.203347,5102.829996,5348.331817,5544.689743,109.4,241,88,31,73,8.19,128.64375,109.5,241,88,28,73,8.19,129.0916667,109.5,241,87,25,73,8.19,129.325,109.8,241,87,35,72,8.19,127.75,109.8,241,87,35,72,8.19,127.972,109.5,241,88,18,72,8.19,128.22
3,2006,7,14,1,3989.51959,4264.156381,4547.392841,4831.203347,5102.829996,5348.331817,109.5,241,88,29,73,7.97,128.86875,109.8,241,88,25,73,7.97,129.325,109.8,241,87,16,72,7.97,129.5583333,109.8,241,87,35,72,7.97,127.925,109.8,241,87,35,72,7.97,128.164,109.2,241,87,18,71,7.97,128.435
3,2006,7,14,2,3730.32502,3989.51959,4264.156381,4547.392841,4831.203347,5102.829996,109.8,241,88,28,72,7.74,129.09375,109.8,241,88,16,72,7.74,129.5583333,109.8,241,87,18,72,7.74,129.7916667,109.8,241,87,35,72,7.74,128.1071429,109.8,241,87,35,72,7.74,128.364,108.9,241,87,18,67,7.74,128.655
3,2006,7,14,3,3492.29881,3730.32502,3989.51959,4264.156381,4547.392841,4831.203347,109.8,241,88,25,72,7.52,129.31875,109.8,241,88,18,72,7.52,129.7916667,109.8,241,87,18,72,7.52,130.0166667,109.8,241,87,35,71,7.52,128.2928571,109.8,241,87,35,71,7.52,128.564,108.6,241,87,18,62,7.52,128.875
3,2006,7,14,4,3276.701446,3492.29881,3730.32502,3989.51959,4264.156381,4547.392841,109.8,241,88,18,72,7.35,129.5375,109.8,241,88,18,72,7.35,130.0166667,109.8,241,86,18,71,7.35,130.225,109.8,241,86,35,67,7.35,128.4785714,109.8,241,86,35,67,7.35,128.764,108.4,241,87,18,62,7.35,129.09
3,2006,7,14,5,3083.677002,3276.701446,3492.29881,3730.32502,3989.51959,4264.156381,109.8,241,88,18,71,7.22,129.75,109.8,241,88,18,71,7.22,130.225,109.8,241,86,18,67,7.22,130.425,109.8,241,86,35,62,7.22,128.6714286,109.7,241,86,35,62,7.22,128.968,108.1,241,86,18,59,7.22,129.3
3,2006,7,14,6,2913.301703,3083.677002,3276.701446,3492.29881,3730.32502,3989.51959,109.8,241,88,18,67,7.07,129.9625,109.8,241,88,18,67,7.07,130.425,109.8,241,85,18,62,7.07,130.625,109.9,241,85,34,62,7.07,128.8642857,109.6,241,85,34,62,7.07,129.172,107.9,241,86,17,59,7.07,129.51
3,2006,7,14,7,2765.380394,2913.301703,3083.677002,3276.701446,3492.29881,3730.32502,109.8,241,88,18,62,6.91,130.16875,109.9,241,87,18,62,6.91,130.625,109.9,241,85,18,62,6.91,130.8,109.9,241,85,34,59,6.91,129.0571429,109.4,241,85,34,59,6.91,129.372,107.5,241,85,17,59,6.91,129.715
3,2006,7,14,8,2639.650075,2765.380394,2913.301703,3083.677002,3276.701446,3492.29881,109.9,241,87,18,62,6.74,130.36875,109.9,241,87,18,62,6.74,130.8,109.9,241,85,18,59,6.74,130.9583333,109.8,241,85,34,59,6.74,129.25,109.2,241,85,34,59,6.74,129.568,107,241,85,17,59,6.74,129.915
3,2006,7,14,9,2533.421938,2639.650075,2765.380394,2913.301703,3083.677002,3276.701446,109.9,241,87,18,59,6.57,130.55625,109.8,241,87,18,59,6.57,130.9583333,109.8,241,84,17,59,6.57,131.1083333,109.6,241,84,33,59,6.57,129.4428571,109,241,84,33,59,6.57,129.76,106.4,241,85,17,58,6.57,130.11
3,2006,7,14,10,2434.303935,2533.421938,2639.650075,2765.380394,2913.301703,3083.677002,109.8,241,87,18,59,6.43,130.73125,109.6,241,87,17,59,6.43,131.1083333,109.6,241,81,17,59,6.43,131.2583333,109.3,242,81,31,59,6.43,129.6357143,108.8,242,81,31,59,6.43,129.952,104.9,242,84,17,58,6.43,130.3
3,2006,7,14,11,2327.478212,2434.303935,2533.421938,2639.650075,2765.380394,2913.301703,109.6,241,87,18,59,6.29,130.9125,109.3,242,86,17,59,6.29,131.2583333,109.3,242,75,17,59,6.29,131.4,109,242,75,30,58,6.29,129.825,108.5,242,75,30,58,6.29,130.14,100.3,242,81,17,57,6.29,130.49
3,2006,7,14,12,2204.343678,2327.478212,2434.303935,2533.421938,2639.650075,2765.380394,109.3,241,86,17,59,6.16,131.075,109,242,86,17,59,6.16,131.4,109,242,61,17,58,6.16,131.525,109.6,243,61,27,58,6.16,130.0071429,109,243,61,27,58,6.16,130.32,95,243,75,17,56,6.16,130.675
3,2006,7,14,13,2081.166295,2204.343678,2327.478212,2434.303935,2533.421938,2639.650075,109,241,86,17,58,6.04,131.21875,109.6,242,85,17,58,6.04,131.525,109.6,242,55,17,58,6.04,131.6416667,109.7,242,55,18,57,6.04,130.1857143,108.9,242,55,18,57,6.04,130.496,89.1,242,61,16,55,6.04,130.845
3,2006,7,14,14,1980.428786,2081.166295,2204.343678,2327.478212,2434.303935,2533.421938,109.6,241,85,17,58,5.92,131.35625,109.7,242,85,17,58,5.92,131.6416667,109.7,242,52,17,57,5.92,131.75,110,242,52,18,56,5.92,130.3607143,108.9,242,52,18,56,5.92,130.668,83.3,242,55,16,55,5.92,131.005
3,2006,7,14,15,1917.921884,1980.428786,2081.166295,2204.343678,2327.478212,2434.303935,109.7,242,85,17,57,5.82,131.4875,110,242,85,17,57,5.82,131.75,110,242,52,17,56,5.82,131.85,111.2,242,52,18,56,5.82,130.5285714,109.9,242,52,18,56,5.82,130.832,81.7,242,52,16,50,5.82,131.165
3,2006,7,14,16,1882.668349,1917.921884,1980.428786,2081.166295,2204.343678,2327.478212,110,242,85,17,56,5.72,131.60625,111.2,242,84,17,56,5.72,131.85,111.2,242,51,16,55,5.72,131.95,111.9,252,51,18,56,5.72,130.6928571,109.7,252,51,18,56,5.72,130.992,80.8,252,52,15,49,5.72,131.305
3,2006,7,14,17,1856.99895,1882.668349,1917.921884,1980.428786,2081.166295,2204.343678,111.2,242,84,17,55,5.63,131.71875,111.9,252,81,16,55,5.63,131.95,111.9,252,48,16,56,5.63,132.0416667,111.8,252,48,18,50,5.63,130.8535714,105.7,252,48,18,50,5.63,131.144,79.6,252,51,15,32,5.63,131.435
3,2006,7,14,18,1829.918822,1856.99895,1882.668349,1917.921884,1980.428786,2081.166295,111.9,242,88,17,56,5.53,131.825,111.8,252,82,16,56,5.53,132.0416667,111.8,252,55,16,50,5.53,132.1166667,111.6,259,55,18,50,5.53,131.0035714,100.9,259,55,18,50,5.53,131.28,78.9,259,55,15,24,5.53,131.56
3,2006,7,14,19,1817.13056,1829.918822,1856.99895,1882.668349,1917.921884,1980.428786,111.8,250,82,16,50,5.46,131.9125,111.6,257,68,16,50,5.46,132.1166667,111.6,257,55,15,49,5.46,132.1916667,111.9,257,55,18,40,5.46,131.15,99.5,257,55,18,40,5.46,131.416,82.1,257,55,15,30,5.46,131.67
3,2006,7,14,20,1833.079388,1817.13056,1829.918822,1856.99895,1882.668349,1917.921884,111.6,247,72,16,49,5.4,132,111.9,254,66,15,49,5.4,132.1916667,111.9,254,57,15,33,5.4,132.2583333,107.7,257,57,18,32,5.4,131.2857143,95,257,57,18,32,5.4,131.536,79.8,257,59,13,30,5.4,131.775
3,2006,7,14,21,1860.483572,1833.079388,1817.13056,1829.918822,1856.99895,1882.668349,111.9,251,66,16,33,5.33,132.08125,107.7,254,63,15,33,5.33,132.2583333,107.7,254,57,15,31,5.33,132.3166667,102.1,254,57,17,38,5.33,131.4107143,92.4,254,57,17,38,5.33,131.644,76,254,57,13,37,5.33,131.87
3,2006,7,14,22,1874.129638,1860.483572,1833.079388,1817.13056,1829.918822,1856.99895,107.7,239,63,15,31,5.26,132.15,102.1,242,63,15,31,5.26,132.3166667,102.1,242,57,15,31,5.26,132.35,96.4,242,57,17,45,5.26,131.5285714,90.9,242,57,17,45,5.26,131.74,75.4,242,57,10,45,5.26,131.955
3,2006,7,14,23,1855.610625,1874.129638,1860.483572,1833.079388,1817.13056,1829.918822,102.1,213,67,15,31,5.19,132.20625,96.4,213,66,15,31,5.19,132.35,96.4,213,59,13,37,5.19,132.375,93.6,213,59,17,45,5.19,131.6321429,89.6,213,59,17,45,5.19,131.828,75.1,213,61,10,44,5.19,132.025
3,2006,7,14,24,1813.74562,1855.610625,1874.129638,1860.483572,1833.079388,1817.13056,96.4,197,66,15,37,5.17,132.25625,93.6,197,63,13,37,5.17,132.375,93.6,197,56,13,45,5.17,132.4,92,197,56,17,45,5.17,131.725,88.2,197,56,17,45,5.17,131.908,73.2,197,59,10,42,5.17,132.09
3,2006,7,15,1,1764.160221,1813.74562,1855.610625,1874.129638,1860.483572,1833.079388,93.6,192,66,15,45,5.15,132.3,92,192,66,13,45,5.15,132.4,92,192,48,10,45,5.15,132.4166667,92.3,193,48,17,52,5.15,131.8107143,88.6,193,48,17,52,5.15,131.98,72.7,193,59,10,48,5.15,132.15
3,2006,7,15,2,1720.585244,1764.160221,1813.74562,1855.610625,1874.129638,1860.483572,92,189,76,13,45,5.15,132.3375,92.3,190,76,10,45,5.15,132.4166667,92.3,190,40,10,44,5.15,132.4166667,94.2,190,40,17,50,5.15,131.8857143,88.3,190,40,17,50,5.15,132.04,71.3,190,58,10,48,5.15,132.2
3,2006,7,15,3,1689.172367,1720.585244,1764.160221,1813.74562,1855.610625,1874.129638,92.3,186,76,13,44,5.18,132.35625,94.2,187,74,10,44,5.18,132.4166667,94.2,187,39,10,50,5.18,132.4166667,95.1,212,39,17,49,5.18,131.9535714,86.4,212,39,17,49,5.18,132.092,67.2,212,40,10,49,5.18,132.24
3,2006,7,15,4,1674.178489,1689.172367,1720.585244,1764.160221,1813.74562,1855.610625,94.2,185,74,10,50,5.26,132.36875,95.1,210,74,10,50,5.26,132.4166667,95.1,210,39,10,48,5.26,132.4083333,92.9,213,39,16,49,5.26,132.0142857,87.1,213,39,16,49,5.26,132.14,65,213,39,3,49,5.26,132.275
3,2006,7,15,5,1678.137501,1674.178489,1689.172367,1720.585244,1764.160221,1813.74562,95.1,183,74,10,48,5.35,132.38125,92.9,211,74,10,48,5.35,132.4083333,92.9,211,37,10,49,5.35,132.3916667,88.9,212,37,16,50,5.35,132.0678571,86.8,212,37,16,50,5.35,132.184,60.3,212,39,2,49,5.35,132.305
3,2006,7,15,6,1696.691286,1678.137501,1674.178489,1689.172367,1720.585244,1764.160221,92.9,185,75,10,49,5.41,132.3875,88.9,189,73,10,49,5.41,132.3916667,88.9,189,38,10,49,5.41,132.375,88,189,38,17,50,5.41,132.1107143,84.7,189,38,17,50,5.41,132.216,55.4,189,38,3,49,5.41,132.33
3,2006,7,15,7,1723.758722,1696.691286,1678.137501,1674.178489,1689.172367,1720.585244,88.9,179,73,10,49,5.43,132.38125,88,180,70,10,49,5.43,132.375,88,180,37,3,50,5.43,132.35,88.2,180,37,16,49,5.43,132.15,83.1,180,37,16,49,5.43,132.244,50.5,180,38,3,49,5.43,132.34
3,2006,7,15,8,1752.552366,1723.758722,1696.691286,1678.137501,1674.178489,1689.172367,88,177,73,10,50,5.46,132.375,88.2,177,62,3,50,5.46,132.35,88.2,177,40,3,49,5.46,132.325,86.9,179,40,16,49,5.46,132.1857143,79,179,40,16,49,5.46,132.268,48.6,179,40,3,48,5.46,132.345
3,2006,7,15,9,1773.459484,1752.552366,1723.758722,1696.691286,1678.137501,1674.178489,88.2,177,65,10,49,5.49,132.3625,86.9,179,47,3,49,5.49,132.325,86.9,179,42,3,49,5.49,132.3,86.3,180,42,16,49,5.49,132.2142857,74.3,180,42,16,49,5.49,132.288,48.1,180,43,3,40,5.49,132.35
3,2006,7,15,10,1776.161022,1773.459484,1752.552366,1723.758722,1696.691286,1678.137501,86.9,172,49,4,49,5.5,132.34375,86.3,175,48,3,49,5.5,132.3,86.3,175,44,3,49,5.5,132.2833333,82,176,44,16,48,5.5,132.2392857,71.1,176,44,16,48,5.5,132.304,47.3,176,44,3,35,5.5,132.35
3,2006,7,15,11,1754.674031,1776.161022,1773.459484,1752.552366,1723.758722,1696.691286,86.3,173,48,3,49,5.5,132.33125,82,175,48,3,49,5.5,132.2833333,82,175,44,3,48,5.5,132.2583333,77.6,181,44,14,40,5.5,132.2571429,68.2,181,44,14,40,5.5,132.308,46.9,181,44,3,35,5.5,132.345
3,2006,7,15,12,1720.359987,1754.674031,1776.161022,1773.459484,1752.552366,1723.758722,82,169,50,3,48,5.52,132.30625,77.6,176,48,3,48,5.52,132.2583333,77.6,176,46,3,40,5.52,132.2333333,83.5,180,46,14,35,5.52,132.2714286,73,180,46,14,35,5.52,132.308,56,180,46,3,35,5.52,132.335
3,2006,7,15,13,1688.916475,1720.359987,1754.674031,1776.161022,1773.459484,1752.552366,77.6,165,57,3,40,5.6,132.28125,83.5,175,57,3,40,5.6,132.2333333,83.5,175,55,3,35,5.6,132.2,86.7,201,55,11,38,5.6,132.2785714,75.5,201,55,11,38,5.6,132.304,64.1,201,55,1,38,5.6,132.32
3,2006,7,15,14,1674.478443,1688.916475,1720.359987,1754.674031,1776.161022,1773.459484,83.5,161,61,3,35,5.82,132.25,86.7,191,60,3,35,5.82,132.2,86.7,191,59,3,35,5.82,132.175,94.6,218,59,15,45,5.82,132.2785714,85.6,218,59,15,45,5.82,132.296,77,218,59,5,45,5.82,132.295
3,2006,7,15,15,1684.930304,1674.478443,1688.916475,1720.359987,1754.674031,1776.161022,86.7,159,71,3,35,6.04,132.225,94.6,212,71,3,35,6.04,132.175,94.6,212,70,3,38,6.04,132.1416667,104,212,70,22,54,6.04,132.2714286,98.4,212,70,22,54,6.04,132.28,92.1,212,70,12,54,6.04,132.275
3,2006,7,15,16,1726.593837,1684.930304,1674.478443,1688.916475,1720.359987,1754.674031,94.6,153,107,3,38,6.14,132.19375,104,180,106,3,38,6.14,132.1416667,104,180,106,5,45,6.14,132.1083333,113.3,180,106,34,59,6.14,132.2642857,109,180,106,34,59,6.14,132.264,104,180,106,24,59,6.14,132.245
3,2006,7,15,17,1799.26964,1726.593837,1684.930304,1674.478443,1688.916475,1720.359987,104,171,122,3,45,6.17,132.1625,113.3,171,122,5,45,6.17,132.1083333,113.3,171,115,12,54,6.17,132.0666667,118,171,115,34,76,6.17,132.25,113.5,171,115,34,76,6.17,132.24,109.3,171,122,24,76,6.17,132.215
3,2006,7,15,18,1876.673598,1799.26964,1726.593837,1684.930304,1674.478443,1688.916475,113.3,168,126,7,54,6.27,132.125,118,168,126,12,54,6.27,132.0666667,118,168,119,24,59,6.27,132.025,121.2,244,119,35,77,6.27,132.2285714,117.5,244,119,35,77,6.27,132.208,110.9,244,119,25,77,6.27,132.18
3,2006,7,15,19,1926.000417,1876.673598,1799.26964,1726.593837,1684.930304,1674.478443,118,164,127,12,59,6.43,132.0875,121.2,240,127,24,59,6.43,132.025,121.2,240,120,24,76,6.43,131.9833333,122.2,240,120,31,79,6.43,132.2071429,120.9,240,120,31,79,6.43,132.18,112.6,240,120,28,79,6.43,132.145
3,2006,7,15,20,1999.903357,1926.000417,1876.673598,1799.26964,1726.593837,1684.930304,121.2,162,128,24,76,7.55,132.05,122.2,238,128,24,76,7.55,131.9833333,122.2,238,121,25,77,7.55,131.9333333,123.9,238,121,32,81,7.55,132.1785714,123.3,238,121,32,81,7.55,132.144,114.6,238,121,30,81,7.55,132.11
3,2006,7,15,21,2492.869896,1999.903357,1926.000417,1876.673598,1799.26964,1726.593837,122.2,216,128,24,77,9.91,132.00625,123.9,216,128,25,77,9.91,131.9333333,123.9,216,121,28,79,9.91,131.8833333,124.8,216,121,33,82,9.91,132.1464286,124.3,216,121,33,82,9.91,132.108,115.4,216,121,31,82,9.91,132.07
3,2006,7,15,22,3744.195564,2492.869896,1999.903357,1926.000417,1876.673598,1799.26964,123.9,215,129,25,79,12.03,131.9625,124.8,215,129,28,79,12.03,131.8833333,124.8,215,122,30,81,12.03,131.8416667,126.3,215,122,39,82,12.03,132.1214286,125.6,215,122,39,82,12.03,132.076,116.9,215,122,37,82,12.03,132.03
3,2006,7,15,23,5530.573882,3744.195564,2492.869896,1999.903357,1926.000417,1876.673598,124.8,212,129,28,81,13.42,131.93125,126.3,212,129,30,81,13.42,131.8416667,126.3,212,122,31,82,13.42,131.8166667,130.3,212,122,40,91,13.42,132.0964286,127.9,212,122,40,91,13.42,132.052,121.1,212,122,38,91,13.42,132
3,2006,7,15,24,7488.047869,5530.573882,3744.195564,2492.869896,1999.903357,1926.000417,126.3,212,139,30,82,13.72,131.90625,130.3,212,132,31,82,13.72,131.8166667,130.3,212,132,37,82,13.72,131.8166667,135.7,212,132,43,107,13.72,132.0821429,130.4,212,132,43,107,13.72,132.04,127,212,132,41,107,13.72,131.975
3,2006,7,16,1,9277.372727,7488.047869,5530.573882,3744.195564,2492.869896,1999.903357,130.3,212,144,31,82,13.73,131.9,135.7,212,144,37,82,13.73,131.8166667,135.7,212,144,38,91,13.73,131.85,140.7,212,144,47,110,13.73,132.0785714,135.3,212,144,47,110,13.73,132.04,133.7,212,144,45,110,13.73,131.965
3,2006,7,16,2,10658.15238,9277.372727,7488.047869,5530.573882,3744.195564,2492.869896,135.7,197,160,37,91,13.44,131.9125,140.7,197,160,38,91,13.44,131.85,140.7,197,160,41,107,13.44,131.925,143.9,197,160,47,111,13.44,132.0964286,141.2,197,160,47,111,13.44,132.06,140,197,160,45,111,13.44,131.97
3,2006,7,16,3,11414.70295,10658.15238,9277.372727,7488.047869,5530.573882,3744.195564,140.7,197,172,38,107,13.07,131.95625,143.9,197,172,41,107,13.07,131.925,143.9,197,172,45,110,13.07,132.0416667,150.2,197,172,48,116,13.07,132.1285714,149.1,197,172,48,116,13.07,132.1,148.3,197,172,46,116,13.07,132.005
3,2006,7,16,4,11421.58913,11414.70295,10658.15238,9277.372727,7488.047869,5530.573882,143.9,197,200,41,110,12.55,132.03125,150.2,197,200,45,110,12.55,132.0416667,150.2,197,200,45,111,12.55,132.1916667,158.9,197,200,46,123,12.55,132.175,158.2,197,200,46,123,12.55,132.156,157.7,197,200,46,123,12.55,132.06
3,2006,7,16,5,10914.37006,11421.58913,11414.70295,10658.15238,9277.372727,7488.047869,150.2,195,230,45,111,12.03,132.13125,158.9,195,230,45,111,12.03,132.1916667,158.9,195,230,46,116,12.03,132.3833333,171.1,195,230,47,130,12.03,132.2357143,170.8,195,230,47,130,12.03,132.228,170.3,195,230,47,130,12.03,132.135
3,2006,7,16,6,10218.85346,10914.37006,11421.58913,11414.70295,10658.15238,9277.372727,158.9,195,247,45,116,11.54,132.2625,171.1,195,247,46,116,11.54,132.3833333,171.1,195,247,46,123,11.54,132.6083333,186.3,195,247,47,146,11.54,132.3107143,186.3,195,247,47,146,11.54,132.312,185.8,195,247,47,146,11.54,132.23
3,2006,7,16,7,9634.043068,10218.85346,10914.37006,11421.58913,11414.70295,10658.15238,171.1,195,268,46,123,11.29,132.4125,186.3,195,268,46,123,11.29,132.6083333,186.3,195,268,47,130,11.29,132.8583333,204.8,195,268,66,172,11.29,132.3964286,204.6,195,268,66,172,11.29,132.412,204.3,195,268,66,172,11.29,132.34
3,2006,7,16,8,9351.726692,9634.043068,10218.85346,10914.37006,11421.58913,11414.70295,186.3,195,278,46,130,11.35,132.5875,204.8,195,278,47,130,11.35,132.8583333,204.8,195,278,47,146,11.35,133.1416667,217.4,195,278,81,182,11.35,132.4928571,216.9,195,278,81,182,11.35,132.524,216.8,195,278,81,181,11.35,132.47
3,2006,7,16,9,9536.888156,9351.726692,9634.043068,10218.85346,10914.37006,11421.58913,204.8,195,284,47,146,12.09,132.78125,217.4,195,284,47,146,12.09,133.1416667,217.4,195,284,66,172,12.09,133.4416667,225,195,284,88,184,12.09,132.5964286,224.7,195,284,88,184,12.09,132.644,224.5,195,284,88,183,12.09,132.615
3,2006,7,16,10,10306.82928,9536.888156,9351.726692,9634.043068,10218.85346,10914.37006,217.4,195,290,47,172,13.39,132.99375,225,195,290,66,172,13.39,133.4416667,225,195,290,81,182,13.39,133.7583333,234.4,195,290,101,187,13.39,132.7142857,234.4,195,290,101,187,13.39,132.776,234.1,195,290,101,187,13.39,132.775
3,2006,7,16,11,11588.12383,10306.82928,9536.888156,9351.726692,9634.043068,10218.85346,225,195,300,66,182,14.57,133.23125,234.4,195,300,81,182,14.57,133.7583333,234.4,195,300,88,183,14.57,134.0916667,246.4,195,300,115,202,14.57,132.8428571,246.4,195,300,115,202,14.57,132.92,246,195,300,115,201,14.57,132.95
3,2006,7,16,12,13259.6636,11588.12383,10306.82928,9536.888156,9351.726692,9634.043068,234.4,195,317,81,183,15.47,133.4875,246.4,195,317,88,183,15.47,134.0916667,246.4,195,317,101,187,15.47,134.4333333,261.6,195,317,131,218,15.47,132.9857143,261.6,195,317,131,218,15.47,133.084,261.2,195,317,131,210,15.47,133.145
3,2006,7,16,13,15180.11774,13259.6636,11588.12383,10306.82928,9536.888156,9351.726692,246.4,195,328,88,187,16.14,133.775,261.6,195,328,101,187,16.14,134.4333333,261.6,195,328,115,202,16.14,134.7916667,274.2,195,328,139,228,16.14,133.1464286,274.2,195,328,139,228,16.14,133.268,273.8,195,328,139,220,16.14,133.36
3,2006,7,16,14,17127.26494,15180.11774,13259.6636,11588.12383,10306.82928,9536.888156,261.6,195,339,101,202,16.46,134.09375,274.2,195,339,115,202,16.46,134.7916667,274.2,195,339,131,217,16.46,135.1583333,285,196,339,148,236,16.46,133.3285714,284.9,196,339,148,236,16.46,133.48,283.8,196,339,148,228,16.46,133.605
3,2006,7,16,15,18858.6613,17127.26494,15180.11774,13259.6636,11588.12383,10306.82928,274.2,195,346,115,217,16.53,134.44375,285,196,346,131,217,16.53,135.1583333,285,196,346,139,221,16.53,135.5416667,294.7,214,346,180,247,16.53,133.5357143,294.5,214,346,180,247,16.53,133.716,293.1,214,346,180,232,16.53,133.885
3,2006,7,16,16,20174.20355,18858.6613,17127.26494,15180.11774,13259.6636,11588.12383,285,195,350,131,221,16.54,134.825,294.7,214,350,139,221,16.54,135.5416667,294.7,214,350,148,235,16.54,135.95,301,215,350,190,245,16.54,133.7678571,300.8,215,350,190,245,16.54,133.984,298.9,215,350,190,237,16.54,134.195
